sheet_row,company_name,url,contact_url,proposal_class,previous_comment,group,decision,comment,adopted,client_hits,service_hits,recurring_hits,negative_hits,form_ok,official_status,contact_status,evidence_urls,prior_classification
34,メディカルアーツアンドサイエンス,https://medicalas.jp/,https://medicalas.jp/inquiry/norikae.php,S｜業界特化Web制作,医療・歯科・介護等の業界特化Web制作・運用,C,送付対象｜C｜S｜業界特化Web制作,【確認事実】顧客=公式文言を確認できず（C分類を根拠に送付対象維持）｜受託=公式文言を確認できず（S｜業界特化Web制作分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://medicalas.jp/ ; https://medicalas.jp/about/ ; https://medicalas.jp/service/｜監査日=2026-08-12,yes,,,,,yes,200,200,https://medicalas.jp/ / https://medicalas.jp/about/ / https://medicalas.jp/service/,review_insufficient_evidence
35,たしかにプラス株式会社,https://tashikani.jp/,https://tashikani.jp/contact,S｜業界特化Web制作,医療・歯科・介護等の業界特化Web制作・運用,C,送付対象｜C｜S｜業界特化Web制作,【確認事実】顧客=医院 / クリニック / サロン / クライアント様｜受託=ホームページ制作 / 販促支援｜継続支援=明記あり：継続支援 / アクセス解析｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://tashikani.jp/ ; https://tashikani.jp/services/ ; https://tashikani.jp/functional-food-support/｜監査日=2026-08-12,yes,医院 / クリニック / サロン / クライアント様,ホームページ制作 / 販促支援,継続支援 / アクセス解析,,yes,200,200,https://tashikani.jp/ / https://tashikani.jp/services/ / https://tashikani.jp/functional-food-support/ / https://tashikani.jp/company/,keep_partner_fit
36,クリニックプラスウェブ,https://cl-plusweb.com/,https://cl-plusweb.com/contact/,S｜業界特化Web制作,医療・歯科・介護等の業界特化Web制作・運用,C,送付対象｜C｜S｜業界特化Web制作,【確認事実】顧客=医院 / クリニック / 歯科｜受託=ホームページ制作 / サイト制作 / 広告運用 / ブランディング / seo対策｜継続支援=明記あり：運用代行 / 広告運用 / 保守運用 / 保守・運用 / アクセス解析 / 月額（運用 / 運用代行。。。。料金。。広告費×25%月額｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://cl-plusweb.com/ ; https://cl-plusweb.com/service-price/ ; https://cl-plusweb.com/hp/｜監査日=2026-08-12,yes,医院 / クリニック / 歯科,ホームページ制作 / サイト制作 / 広告運用 / ブランディング / seo対策,運用代行 / 広告運用 / 保守運用 / 保守・運用 / アクセス解析 / 月額（運用 / 運用代行。。。。料金。。広告費×25%月額,,yes,200,200,https://cl-plusweb.com/ / https://cl-plusweb.com/service-price/ / https://cl-plusweb.com/hp/ / https://cl-plusweb.com/company/,keep_partner_fit
37,株式会社エルゴゲイン,https://www.houkanweb.com/,https://www.houkanweb.com/contact.html,S｜業界特化Web制作,医療・歯科・介護等の業界特化Web制作・運用,C,送付対象｜C｜S｜業界特化Web制作,【確認事実】顧客=公式文言を確認できず（C分類を根拠に送付対象維持）｜受託=ホームページ制作 / 広告運用 / meo対策 / 広報支援｜継続支援=明記あり：広告運用 / 保守・運用 / 継続支援 / アクセス解析 / 公開後 / 月額でまるっと運用 / 保守・運用費用。。月額｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://www.houkanweb.com/ ; https://www.houkanweb.com/service.html ; https://www.houkanweb.com/service-setup.html｜監査日=2026-08-12,yes,,ホームページ制作 / 広告運用 / meo対策 / 広報支援,広告運用 / 保守・運用 / 継続支援 / アクセス解析 / 公開後 / 月額でまるっと運用 / 保守・運用費用。。月額,,yes,200,200,https://www.houkanweb.com/ / https://www.houkanweb.com/service.html / https://www.houkanweb.com/service-setup.html,review_weak_hub
38,株式会社ゴールデンレイシオ,https://golden-ratio.co.jp/,https://golden-ratio.co.jp/contact/,S｜業界特化Web制作,医療・歯科・介護等の業界特化Web制作・運用,C,送付対象｜C｜S｜業界特化Web制作,【確認事実】顧客=クリニック / 歯科｜受託=ホームページ制作 / サイト制作 / webマーケティング / 広告代理 / プロモーション / seo対策 / meo対策｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://golden-ratio.co.jp/ ; https://golden-ratio.co.jp/work/ ; https://golden-ratio.co.jp/service/｜監査日=2026-08-12,yes,クリニック / 歯科,ホームページ制作 / サイト制作 / webマーケティング / 広告代理 / プロモーション / seo対策 / meo対策,,,yes,200,200,https://golden-ratio.co.jp/ / https://golden-ratio.co.jp/work/ / https://golden-ratio.co.jp/service/ / https://golden-ratio.co.jp/company/,keep_partner_fit
39,東洋ケアサービス株式会社,https://www.toyocareservice.com/webmedia/,https://www.toyocareservice.com/contact,S｜業界特化Web制作,医療・歯科・介護等の業界特化Web制作・運用,C,除外｜C｜S｜業界特化Web制作,【除外根拠】実在する問い合わせフォーム未確認｜【確認事実】顧客=公式文言を確認できず（C分類を根拠に送付対象維持）｜受託=公式文言を確認できず（S｜業界特化Web制作分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム未確認｜監査日=2026-08-12,no,,,,,no,0,0,,review_weak_hub
40,株式会社ビーブリッド,https://www.bibrid.co.jp/,https://www.bibrid.co.jp/contact/,S｜業界特化Web制作,医療・歯科・介護等の業界特化Web制作・運用,C,除外｜C｜S｜業界特化Web制作,【除外根拠】上場・大手・既知除外の監査区分｜【確認事実】顧客=企業向け / お客様の課題｜受託=web制作 / ホームページ制作｜継続支援=明記あり：伴走支援｜窓口=実フォーム確認｜根拠URL=https://www.bibrid.co.jp/ ; https://www.bibrid.co.jp/company/ ; https://www.bibrid.co.jp/service/｜監査日=2026-08-12,no,企業向け / お客様の課題,web制作 / ホームページ制作,伴走支援,,yes,200,200,https://www.bibrid.co.jp/ / https://www.bibrid.co.jp/company/ / https://www.bibrid.co.jp/service/,exclude_high_scale
41,フルリール株式会社,https://homepage-tokyo.jp/,https://homepage-tokyo.jp/inquiry/,S｜業界特化Web制作,医療・歯科・介護等の業界特化Web制作・運用,C,送付対象｜C｜S｜業界特化Web制作,【確認事実】顧客=医院 / クリニック / 歯科｜受託=web制作 / ホームページ制作 / webマーケティング / meo対策｜継続支援=明記あり：アクセス解析｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://homepage-tokyo.jp/ ; https://homepage-tokyo.jp/fee/ ; https://homepage-tokyo.jp/company/｜監査日=2026-08-12,yes,医院 / クリニック / 歯科,web制作 / ホームページ制作 / webマーケティング / meo対策,アクセス解析,予約システム,yes,200,200,https://homepage-tokyo.jp/ / https://homepage-tokyo.jp/fee/ / https://homepage-tokyo.jp/company/,keep_partner_fit
42,株式会社AllSO,https://allso.co.jp/website/,https://allso.co.jp/contact/,S｜業界特化Web制作,医療・歯科・介護等の業界特化Web制作・運用,C,送付対象｜C｜S｜業界特化Web制作,【確認事実】顧客=店舗 / クライアント様｜受託=ホームページ制作 / sns運用 / ブランディング / seo対策 / meo対策｜継続支援=明記あり：運用代行 / sns運用 / アクセス解析 / 公開後 / 継続的な運用｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://allso.co.jp/website/ ; https://allso.co.jp/website/ ; https://allso.co.jp/instagram/｜監査日=2026-08-12,yes,店舗 / クライアント様,ホームページ制作 / sns運用 / ブランディング / seo対策 / meo対策,運用代行 / sns運用 / アクセス解析 / 公開後 / 継続的な運用,,yes,200,200,https://allso.co.jp/website/ / https://allso.co.jp/website/ / https://allso.co.jp/instagram/ / https://allso.co.jp/foodservice/,keep_partner_fit
43,株式会社仙拓,https://sen-taku.co.jp/,https://sen-taku.co.jp/,S｜業界特化Web制作,医療・歯科・介護等の業界特化Web制作・運用,C,送付対象｜C｜S｜業界特化Web制作,【確認事実】顧客=公式文言を確認できず（C分類を根拠に送付対象維持）｜受託=公式文言を確認できず（S｜業界特化Web制作分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://sen-taku.co.jp/ ; https://sen-taku.co.jp/#business ; https://sen-taku.co.jp/#service｜監査日=2026-08-12,yes,,,,,yes,200,200,https://sen-taku.co.jp/ / https://sen-taku.co.jp/#business / https://sen-taku.co.jp/#service,review_insufficient_evidence
44,株式会社QOLサービス,https://nukumorink.com/,https://nukumorink.com/,S｜業界特化Web制作,医療・歯科・介護等の業界特化Web制作・運用,C,送付対象｜C｜S｜業界特化Web制作,【確認事実】顧客=公式文言を確認できず（C分類を根拠に送付対象維持）｜受託=ホームページ制作｜継続支援=明記あり：公開後 / 保守費用すべて込みで月額｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://nukumorink.com/｜監査日=2026-08-12,yes,,ホームページ制作,公開後 / 保守費用すべて込みで月額,,yes,200,200,https://nukumorink.com/,review_weak_hub
45,株式会社アイリック,https://irick.co.jp/dentalclinic-works/,https://irick.co.jp/contact/,S｜業界特化Web制作,医療・歯科・介護等の業界特化Web制作・運用,C,送付対象｜C｜S｜業界特化Web制作,【確認事実】顧客=医院 / クリニック / 歯科｜受託=ホームページ制作 / webマーケティング / プロモーション｜継続支援=明記あり：改善支援｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://irick.co.jp/dentalclinic-works/ ; https://irick.co.jp/about/ ; https://irick.co.jp/service/｜監査日=2026-08-12,yes,医院 / クリニック / 歯科,ホームページ制作 / webマーケティング / プロモーション,改善支援,,yes,200,200,https://irick.co.jp/dentalclinic-works/ / https://irick.co.jp/about/ / https://irick.co.jp/service/,keep_partner_fit
46,株式会社Insity,https://vet.pettie-career.jp/,https://vet.pettie-career.jp/,S｜業界特化Web制作,医療・歯科・介護等の業界特化Web制作・運用,C,送付対象｜C｜S｜業界特化Web制作,【確認事実】顧客=公式文言を確認できず（C分類を根拠に送付対象維持）｜受託=公式文言を確認できず（S｜業界特化Web制作分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://vet.pettie-career.jp/｜監査日=2026-08-12,yes,,,,,yes,200,200,https://vet.pettie-career.jp/,review_insufficient_evidence
