№	エリア	企業名	代表者名	URL	問い合わせフォームURL	送信日	送信○×	送信不可理由
809	愛知県	株式会社ファーストクリエイト	鬼頭 創一	https://first-create.com/	https://first-create.com/contact/	2026/01/20	⚪︎	
810	愛知県	株式会社ウェブランディング	尾崎 伸也	https://www.uresalo-web.com/	https://www.uresalo-web.com/inquiry/	2026/01/20	⚪︎	
811	愛知県	株式会社インターネット尾張	武藤 義和	https://isp.owari.ne.jp/	https://isp.owari.ne.jp/inquiry.php	2026/01/20	×	営業不可
812	愛知県	株式会社サイコーポレーション	青木 祐一	https://www.sai-corp.net/	https://www.sai-corp.net/inquiry.html	2026/01/20	⚪︎	
813	愛知県	有限会社エイトデジタルワークス	矢木 章仁	https://eight-dw.com/	https://eight-dw.com/contact/	2026/01/20	×	営業不可
814	愛知県	LOUIE STUDIO	齋藤佑樹	http://www.louie-studio.com/	http://www.louie-studio.com/contact/	2026/01/20	⚪︎	
815	愛知県	有限会社WAKO	山田 文信	https://www.wako-box.com/	https://www.wako-box.com/	2026/01/20	⚪︎	
816	愛知県	株式会社SPD	松原 慎吾	https://www.spd-inc.jp/	https://www.spd-inc.jp/contact/	2026/01/20	⚪︎	
817	愛知県	Ivy do 株式会社	二村 勇輔	https://www.ivy-do.com/	https://www.ivy-do.com/business-inquiry/	2026/01/20	⚪︎	
818	愛知県	リクルートラボ株式会社	ご担当者	https://recruitlab.jp/	https://recruitlab.jp/#contact	2026/01/20	⚪︎	
819	愛知県	株式会社クロスオン	榊原典敏	https://www.xon-inc.jp/	https://www.xon-inc.jp/contact/index.html	2026/01/20	⚪︎	
820	愛知県	株式会社ダイキ情報システム	橋 直樹	http://www.dis.co.jp/result.html	http://www.dis.co.jp/inquiry.php	2026/01/20	⚪︎	
821	愛知県	株式会社ラテラルリンク	岩井昌弘	https://laterallink.jp/	https://laterallink.jp/contact/	2026/01/20	×	問い合わせフォームエラー
822	愛知県	有限会社コットンウール	森 敬祐	https://www.cottonwool.jp/	https://www.cottonwool.jp/contact.html	2026/01/20	×	営業不可
823	愛知県	株式会社ヤタガラス	ご担当者	https://yatagarasu.design/	https://yatagarasu.design/contact/	2026/01/20	×	営業不可
824	愛知県	株式会社Pinesup	坂田 龍司	https://pinesup-cd.com/	https://pinesup-cd.com/contact	2026/01/20	⚪︎	
825	愛知県	株式会社Cans	百済 まさみ	https://cans01.jp/	https://cans01.jp/contact/	2026/01/20	⚪︎	
826	愛知県	MIOデザイン事務所	松本 健太郎	http://www.miodesign-office.com/	http://www.miodesign-office.com/?page_id=901	2026/01/20	⚪︎	
827	愛知県	イーツールズ株式会社	ご担当者	https://www.e-tools.co.jp/	https://www.e-tools.co.jp/cont/sales.html	2026/01/20	×	文字数制限（1000字以下）
828	愛知県	株式会社アド・プログレス	長谷川喜代治	https://adprogress.jp/	https://adprogress.jp/	2026/01/20	⚪︎	
829	愛知県	株式会社M&Aデザイン	加藤 綱義・岡田 將伸	https://www.ma2.design/	https://form.run/@ma-design	2026/01/20	×	文字数制限（1000字以下）
830	愛知県	株式会社ジオット	松本元希	https://www.jiotto.com/	https://www.jiotto.com/contact/	2026/01/20	⚪︎	
831	愛知県	SOOP株式会社	佐分 博	https://soop.co.jp/	https://soop.co.jp/inquiry/	2026/01/20	⚪︎	
832	愛知県	株式会社オールマーケティング	近藤 亘	https://all-marketing.biz/	https://all-marketing.biz/#footer	2026/01/20	×	営業不可
833	愛知県	株式会社リズ	峰正和	https://www.liss.life/	https://www.liss.life/contact.php	2026/01/20	⚪︎	
834	愛知県	グレイシーデザイン株式会社	ご担当者	https://aipc.aichi.jp/	https://aipc.aichi.jp/%e3%81%8a%e5%95%8f%e5%90%88%e3%81%9b%e3%83%95%e3%82%a9%e3%83%bc%e3%83%a0/	2026/01/20	⚪︎	
835	愛知県	有限会社ディライト・ネット	丸山浩史	https://delight-net.co.jp/	https://delight-net.co.jp/before-contact	2026/01/20	×	営業不可
836	愛知県	ポゴテック株式会社	末松 大和	https://www.pogotec.jp/	https://www.pogotec.jp/#contact	2026/01/20	⚪︎	
837	愛知県	株式会社チチ	藤木雅彦	https://www.chi-2.co.jp/	https://www.chi-2.co.jp/contact/	2026/01/20	⚪︎	
838	愛知県	Maison Chic	向 智香子	https://maisonchic2023.com/	https://maisonchic2023.com/Form	2026/01/20	⚪︎	
839	千葉県	株式会社サプリレ	茅島 直	https://suprelay.co.jp/	https://suprelay.co.jp/#contact	2026/01/20	⚪︎	
840	千葉県	合同会社ガジェット	芹川 隆	https://gadget-corp.co.jp/	https://gadget-corp.co.jp/archives/company/contact	2026/01/20	×	送信エラー
841	千葉県	センス・オブ・ワンダー	ご担当者	https://www.sense-of-wonder.jp/	https://www.sense-of-wonder.jp/contact/contact.html	2026/01/20	×	問い合わせフォームエラー
842	千葉県	株式会社インフィニタス	冨永靖子	https://www.infinitas.jp/	https://www.infinitas.jp/contact/index.php	2026/01/20	⚪︎	
843	千葉県	スカイプレジャー株式会社	石橋 拓也	https://skypleasure.co.jp/	https://skypleasure.co.jp/contact_partner/	2026/01/20	⚪︎	
844	千葉県	株式会社Apolemia	濵田裕司	https://apolemia.co.jp/	https://apolemia.co.jp/	2026/01/20	×	Googleフォーム
845	千葉県	有限会社 クリエイティブスタジオ ピコ	ご担当者	https://www.pico-web.com/	https://www.pico-web.com/#contact	2026/01/20	⚪︎	
846	千葉県	株式会社RGBデザイン	小林直志	https://rgbdesign.jp/	https://rgbdesign.jp/contact/	2026/01/20	⚪︎	
847	千葉県	株式会社STUDIO MW	今村真人	https://www.studio-mw.jp/	https://www.studio-mw.jp/contact/	2026/01/20	⚪︎	
848	千葉県	HPクリエーション	ご担当者	https://homepage-creation.net/	https://homepage-creation.net/contact/	2026/01/20	⚪︎	
849	千葉県	株式会社クロスロジック	ご担当者	https://www.x-logic.jp/	https://www.x-logic.jp/contact_s/	2026/01/20	⚪︎	
850	千葉県	株式会社ブランディングワークス	根谷 泰順	https://www.branding-works.jp/	https://www.branding-works.jp/inquiry/	2026/01/20	⚪︎	
851	千葉県	株式会社BearsSystem	中田真由美	https://bears-sys.com/	https://bears-sys.com/inquiry/	2026/01/20	⚪︎	
852	千葉県	株式会社ライフグラム	ご担当者	https://lifegram.ltd/	https://lifegram.ltd/contact.html	2026/01/20	⚪︎	
853	千葉県	株式会社ツクイ・インターナショナル	津久井 隆行	https://wpplus.jp/	https://wpplus.jp/contact/	2026/01/20	⚪︎	
854	千葉県	株式会社京葉広告社	三塚 真弘	https://keiyo.net/	https://keiyo.net/contact/	2026/01/20	⚪︎	
855	千葉県	Unbel合同会社	倉地恒貴	https://unbel.jp/	https://unbel.jp/	2026/01/20	⚪︎	
856	千葉県	デジタルマート株式会社	山岡 大晶	https://digitalmart.co.jp/	https://digitalmart.co.jp/contact/	2026/01/20	⚪︎	
857	千葉県	株式会社ノベルティ	酒井 美貴	https://noveltyinc.jp/	https://noveltyinc.jp/contact	2026/01/20	⚪︎	
858	千葉県	株式会社Mun	高沼 知宜	https://mun.co.jp/	https://mun.co.jp/contactus/	2026/01/20	⚪︎	
859	千葉県	ユーカリ考房	乾 芳壽	https://yukarikb.jp/	https://yukarikb.jp/contact/	2026/01/20	×	営業不可
860	千葉県	株式会社Labbit	ご担当者	https://lab-bit.co.jp/	https://lab-bit.co.jp/#contact	2026/01/20	⚪︎	
861	千葉県	iWac.jp株式会社	亀山 崇	http://www.iwac.jp/	https://www.say-kurabe.jp/contact/iwac/	2026/01/20	⚪︎	
862	千葉県	株式会社かっぺ	水野智明	https://www.kappe.co.jp/	https://www.kappe.co.jp/support/contact.html	2026/01/20	⚪︎	
863	千葉県	株式会社シンプル・アイ	鈴木好晴	https://www.simple-eye.com/	https://www.simple-eye.com/inquiry	2026/01/20	⚪︎	
864	千葉県	株式会社アトラボ	野間 政宏	https://attlabo.com/	https://attlabo.com/contact/	2026/01/20	×	営業不可
865	千葉県	ロード・ランナー株式会社	山下 芳和	https://roadrunner2010.co.jp/	https://roadrunner2010.co.jp/?page_id=24	2026/01/20	⚪︎	
866	千葉県	ネットピア	田代 祐	https://www.nettopia.jp/	https://www.nettopia.jp/contact/	2026/01/20	×	営業不可
867	千葉県	ハッチビット	矢嶋 勇一郎	https://www.hatchbit.jp/	https://www.hatchbit.jp/inquiry/	2026/01/20	×	問い合わせフォームエラー
868	千葉県	株式会社WAAVE	ご担当者	https://fujigowp.info/	https://waave.co.jp/contact	2026/01/20	⚪︎	
869	千葉県	株式会社ロボインク．	滝川 靖史	https://roboinq.com/	https://roboinq.com/mail	2026/01/20	⚪︎	
870	千葉県	株式会社 iJack	小林 克弥	https://www.ijack.co.jp/	https://www.ijack.co.jp/contact/	2026/01/20	⚪︎	
871	千葉県	株式会社 結	濱井 香織	https://www.eir-company.co.jp/	https://www.eir-company.co.jp/contact/	2026/01/20	⚪︎	
872	千葉県	株式会社トランス・ブリッジ	宋 憶萍	http://trans-bridges.com/	http://trans-bridges.com/contact/	2026/01/20	⚪︎	
873	千葉県	有限会社キューミクス	ご担当者	https://www.cuemix.co.jp/	https://www.cuemix.co.jp/inquiry/	2026/01/20	×	文字数制限
874	千葉県	株式会社サン・スパッド	佐藤 賀代	https://www.spad.co.jp/	https://www.spad.co.jp/contact/index.html	2026/01/20	⚪︎	
875	千葉県	株式会社エナジーコンピュータサービス	櫻井 達朗	https://www.energycomputer.com/	https://form1.fc2.com/form/?id=540178	2026/01/20	⚪︎	
876	千葉県	株式会社ネクスト・アクション	ご担当者	https://next-action.co.jp/	https://next-action.co.jp/contact-us/	2026/01/20	×	送信エラー
877	千葉県	株式会社AmZ-design	元木 桃子	https://amz-design.jp/	https://amz-design.jp/contact	2026/01/20	⚪︎	
878	千葉県	株式会社LUPINUS	菅原 信治	https://lupinus-ltd.com/	https://lupinus-ltd.com/contact-website/	2026/01/20	×	営業不可
879	千葉県	ビズクルー株式会社	田中 良平	https://bizclue.net/	https://bizclue.net/contact/	2026/01/20	⚪︎	
880	千葉県	株式会社ヴァルワークス	杉山 紘一	https://val-works.com/	https://val-works.com/contact/	2026/01/20	×	文字数制限（1000字以下）
881	千葉県	株式会社アスウム	武藤耕平	http://www.asuumu.co.jp/	http://www.asuumu.co.jp/contact/	2026/01/20	⚪︎	
882	千葉県	インターネット総合事務所アウトオブオーダーズ	ご担当者	http://outoforders.com/	http://outoforders.com/contact/index.php	2026/01/20	×	送信エラー
883	千葉県	アイ・コンピュータサービス有限会社	広田隆之	https://www.aicomp.jp/	https://www.aicomp.jp/contact.html	2026/01/20	×	送信エラー
884	千葉県	有限会社テイクイット	竹田 雅宏	https://www.take-it.biz/	https://www.take-it.biz/inquiry/	2026/01/20	⚪︎	
885	千葉県	有限会社オレンジワークス	佐藤 登	https://www.o-rangeworks.com/	https://www.o-rangeworks.com/contact/sformmail.html	2026/01/20	⚪︎	
886	千葉県	プラネットコム株式会社	ご担当者	https://www.planetcom.jp/	https://www.planetcom.jp/contact/	2026/01/20	⚪︎	
887	千葉県	株式会社彩企画	錦織 綾	https://www.aya-kikaku.work/	https://www.aya-kikaku.work/contact/	2026/01/20	⚪︎	
888	千葉県	株式会社Mainaxis	植田 晃弘	https://kissy666.heavy.jp/mainaxis/index.html	https://kissy666.heavy.jp/mainaxis/contact.html	2026/01/20	×	送信エラー
889	千葉県	株式会社 A&A	中䑓光明	https://aa-group.co.jp/	https://aa-group.co.jp/contact/	2026/01/20	⚪︎	
890	千葉県	広告代理店KiD	伊藤 健太郎	https://kid-design.com/	https://kid-design.com/contact/	2026/01/20	⚪︎	
891	千葉県	株式会社ケンズ	今井国敏	https://kenz.jp/	https://kenz.jp/contact/	2026/01/20	⚪︎	
892	千葉県	Creal Design	宮本一高	https://creal-design.com/	https://creal-design.com/contact	2026/01/20	⚪︎	
893	千葉県	blast factory	北句恵美	https://blastfactory.jp/	https://blastfactory.jp/contact/	2026/01/20	×	送信エラー
894	千葉県	イントコーポレーション株式会社	ご担当者	https://cin.co.jp/	https://cin.co.jp/mail_form	2026/01/20	×	営業不可
895	千葉県	株式会社エレメントシステム	茂木 智広	https://www.element-system.co.jp/	https://www.element-system.co.jp/contact/	2026/01/20	⚪︎	
896	千葉県	株式会社パクチー	坂本純子	https://paxi.asia/	https://paxi.asia/	2026/01/20	×	問い合わせフォームエラー
897	千葉県	合同会社CROP	ご担当者	https://crop-cc.info/	https://crop.jp/contact	2026/01/20	⚪︎	
898	千葉県	株式会社ザ・ファクトリー	赤澤光紀	https://thefactory213.wixsite.com/the-factory	https://thefactory213.wixsite.com/the-factory/%E3%81%8A%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B	2026/01/20	⚪︎	
899	千葉県	株式会社TOMI	ご担当者	https://www.tomi-corp.jp/	https://www.tomi-corp.jp/contact/	2026/01/20	⚪︎	
900	千葉県	合同会社urokogumo	荒川 友哉	https://www.urokogumo.org/	https://www.urokogumo.org/contact	2026/01/20	⚪︎	
901	千葉県	株式会社エムズジャパン	ご担当者	https://msjp.co.jp/	https://msjp.co.jp/contact/	2026/01/20	⚪︎	
902	千葉県	KSI君津合同会社	加藤 正彦	https://www.ksi-print.com/index.html	https://ssl.form-mailer.jp/fms/b75d7abb841669	2026/01/20	⚪︎	
903	千葉県	株式会社N’EXt Planning	南 宏明	https://nex-t-planning.co.jp/	https://nex-t-planning.co.jp/contact/	2026/01/20	⚪︎	
904	千葉県	株式会社Rabbit Design	浅野裕介	http://www.rabbitdesign.co.jp/	https://rabbitdesign.co.jp/contact/	2026/01/20	⚪︎	
905	千葉県	Clearline	ご担当者	https://clearline-web.com/	https://clearline-web.com/contact/	2026/01/20	×	送信エラー
906	千葉県	株式会社 瑞季	津森 香澄	https://mizuki-japan.com/index.html	https://mizuki-japan.com/mail/mail_send.php	2026/01/20	×	文字数制限（2000字以下）
907	千葉県	合同会社GUNSHI	花山 綱	https://gun-shi.jp/	https://gun-shi.jp/contact/	2026/01/20	⚪︎	
908	千葉県	株式会社Devote	ご担当者	https://devote-pro.com/	https://devote-pro.com/contact-partner/	2026/01/20	⚪︎	
909	千葉県	web-kenken	品田健一	https://web-kenken.site/	https://web-kenken.site/contact/	2026/01/20	⚪︎	
910	千葉県	Gocolab.	増田 真吾	https://gocolab.jp/	https://gocolab.jp/contact/	2026/01/20	⚪︎	
911	千葉県	TADWORKS	田所 雄介	https://tadworks.jp/	https://tadworks.jp/contact	2026/01/20	×	営業不可
912	千葉県	株式会社リードクリール	伊籐 冶	https://leadcouril.net/	https://leadcouril.net/	2026/01/20	⚪︎	
913	千葉県	オフィス小枝	小枝 裕子	https://joysweb.jp/	https://joysweb.jp/contact.html	2026/01/20	⚪︎	
914	千葉県	あさかウェブ	ご担当者	https://asaka-web.com/	https://asaka-web.com/%e3%81%8a%e8%a6%8b%e7%a9%8d%e3%82%8a%e3%83%95%e3%82%a9%e3%83%bc%e3%83%a0/	2026/01/20	⚪︎	
915	千葉県	BOWコンピューティングサポート	藤代 一輝	https://bow-cs.jp/	https://bow-cs.jp/contact	2026/01/20	×	文字数制限（1000字以下）
916	千葉県	格安ホームページ制作 ワタナベウェブ	ご担当者	http://www.watanabe-web.com/	https://watanabe-web.com/wordpress/mail	2026/01/20	×	連絡先がメールアドレス
917	千葉県	FrankuL WEB -フランクルウェブ-	川角 智美	https://web.frankul.net/	https://web.frankul.net/contact/	2026/01/20	×	営業不可
918	千葉県	Treeth	井上 裕太	https://treeth.net/	https://treeth.net/contact/	2026/01/20	⚪︎	
919	千葉県	株式会社読売千葉広告社	宮野 哲郎	https://www.yomiuri-adc.co.jp/	https://www.yomiuri-adc.co.jp/contactus/	2026/01/20	⚪︎	
920	千葉県	有限会社クリフト	小柳 正和	https://www.creft.co.jp/	https://www.creft.co.jp/contact_partner/	2026/01/20	⚪︎	
921	千葉県	株式会社ピーシーウェブ	山西 秀司	https://pcweb.co.jp/	https://pcweb.co.jp/027_hp_contact.html	2026/01/20	×	送信エラー
922	千葉県	山本印刷株式会社	山本 泰正	https://www.yp-net.co.jp/	https://www.yp-net.co.jp/contact/	2026/01/20	×	送信内容にURL入力不可
923	千葉県	Shikama.net	志鎌 真奈美	https://shikama.net/	https://shikama.net/contact	2026/01/20	⚪︎	
924	神奈川県	こなゆきラボ	ご担当者	https://conayuki-labo.jp/	https://conayuki-labo.jp/contact/	2026/01/20	⚪︎	
925	神奈川県	株式会社Refu	平井 翔	https://refu.co.jp/	https://refu.co.jp/contact/	2026/01/20	×	営業不可
926	神奈川県	合同会社グラスドアフィルムスジャパン	中原直夏	https://goodriddance.jp/	https://goodriddance.jp/contact/	2026/01/20	⚪︎	
927	神奈川県	株式会社セルナビ	佐藤昌平	https://cellnavi.co.jp/	https://cellnavi.co.jp/contactform/	2026/01/20	×	営業不可
928	神奈川県	ユビアン有限会社	金子良和	http://www.yubian.jp/	https://www.yubian.jp/contact	2026/01/20	⚪︎	
929	神奈川県	株式会社横浜ネットサポート	今野 明	https://yokohamans.co.jp/	https://yokohamans.co.jp/#contact	2026/01/20	⚪︎	
930	神奈川県	株式会社Spice seek	仁村 敏孝	https://spice-seek.jp/	https://spice-seek.jp/contact/	2026/01/20	⚪︎	
931	神奈川県	ウェブモ株式会社	後藤亜希⼦	https://webmo.co.jp/	https://webmo.co.jp/contact/	2026/01/20	⚪︎	
932	神奈川県	株式会社ブルーダイヤモンド	垣谷 まこと	https://bluediamond.jp/	https://bluediamond.jp/contact.html	2026/01/20	⚪︎	
933	神奈川県	株式会社DEPOC	安岡 俊雅	https://www.depoc-medical.jp/	https://www.depoc-medical.jp/contact	2026/01/20	⚪︎	
934	神奈川県	株式会社アットライズ	服部洋二	https://www.attrise.com/	https://www.attrise.com/inquiry/	2026/01/20	×	営業不可
935	神奈川県	D-planning	長谷部 秀信	https://dplan-office.com/	https://dplan-office.com/inquiry/	2026/01/20	⚪︎	
936	神奈川県	S.S.T-C 株式会社	山石 明宏	https://www.sst-c.co.jp/	https://www.sst-c.co.jp/contact/	2026/01/20	⚪︎	
937	神奈川県	SEESO株式会社	執行達也	https://seeso.co.jp/	https://seeso.co.jp/contact/mail/	2026/01/20	×	送信エラー
938	神奈川県	BeBiz株式会社	相澤恵	https://bebiz.jp/	https://bebiz.jp/contact/	2026/01/20	⚪︎	
939	神奈川県	株式会社Riveredge	永春 啓太	https://riveredge.co.jp/	https://riveredge.co.jp/contact/	2026/01/20	⚪︎	
940	神奈川県	emt株式会社	石田和也	https://e-m-t.co.jp/	https://e-m-t.co.jp/inq/	2026/01/20	⚪︎	
941	神奈川県	株式会社ハートレイルズ	上楽 理央	https://www.heartrails.com/	https://account.heartrails.com/ja/inquiries/new	2026/01/20	⚪︎	
942	神奈川県	株式会社PRODUCTION C-time	瀬戸 晴生	https://www.ctime.jp/	https://www.ctime.jp/contact/	2026/01/20	⚪︎	
943	神奈川県	株式会社コクシ・ムソー	高橋 僚介	https://kokusi-musou.co.jp/	https://kokusi-musou.co.jp/contact/	2026/01/20	×	営業不可
944	神奈川県	ほしふじクリエイティブ	本宮美香	https://hoshifuji.com/	https://hoshifuji.com/contact.html	2026/01/20	⚪︎	
945	神奈川県	コトバトウェブ合同会社	山本 晶子	https://kotobato-web.jp/	https://kotobato-web.jp/contact	2026/01/20	×	営業不可
946	神奈川県	有限会社エムプロジェクト	益田典彦	https://www.m-pj.com/	https://www.m-pj.com/contact/	2026/01/20	×	営業不可
947	神奈川県	キナバル株式会社	松平眞爾	https://kinabal.co.jp/	https://kinabal.co.jp/contact/	2026/01/20	⚪︎	
948	神奈川県	si-design	ご担当者	https://si-design.jp/	https://si-design.jp/contact/index.html	2026/01/20	×	問い合わせフォームエラー
949	神奈川県	株式会社コンティ	松永 渓佑	https://senoweb.jp/	https://senoweb.jp/contact/	2026/01/20	⚪︎	
950	神奈川県	tenicom合同会社	新井田 禎治	https://tenicom.jp/	https://tenicom.jp/contact/	2026/01/20	⚪︎	
951	神奈川県	株式会社ビーチサイドワークス	大塚 靖雄	https://beachsideworks.com/	https://beachsideworks.com/contact	2026/01/20	⚪︎	
952	神奈川県	株式会社アーティエイト	市岡 俊夫	https://www.artieate.com/	https://www.artieate.com/contact/	2026/01/20	⚪︎	
953	神奈川県	株式会社 ハーモナイズ	井手広幸	https://harmonize.co.jp/	https://harmonize.co.jp/contact/	2026/01/20	⚪︎	
954	神奈川県	アピステクノロジー株式会社	清水 純一	https://apice-tec.co.jp/	https://apice-tec.co.jp/inquiry/	2026/01/20	⚪︎	
955	神奈川県	株式会社バンブーウエイブ	竹波哲司	https://www.bamboowave.co.jp/	https://www.bamboowave.co.jp/contactus.html	2026/01/20	⚪︎	
956	神奈川県	株式会社ジェー・エス・ワイ	矢島 孝	http://www.jsy.co.jp/	https://www.jsy.co.jp/%e3%81%8a%e5%95%8f%e3%81%84%e5%90%88%e3%82%8f%e3%81%9b/	2026/01/20	⚪︎	
957	神奈川県	メディアアート株式会社	中野 理恵子	https://www.mediaart.co.jp/	https://www.mediaart.co.jp/contactus/index.html	2026/01/20	×	連絡先がメールアドレス
958	神奈川県	株式会社マーべリックス	岡田 正彦	https://mavericks09.com/	https://mavericks09.com/contact/	2026/01/20	⚪︎	
959	神奈川県	有限会社ネクスト	佐々木 伸一	http://www.next-21.co.jp/	http://www.next-21.co.jp/contact/index.php	2026/01/20	⚪︎	
960	神奈川県	株式会社篠原エンタープライズ	古武弥須夫	https://www.takefactory.com/	https://www.takefactory.com/contact/	2026/01/20	⚪︎	
961	神奈川県	株式会社SACOOL	並木遼太郎	https://sacool.jp/	https://sacool.jp/contact/	2026/01/20	×	文字数制限
962	神奈川県	株式会社 映像企画センター	相原 進太郎	http://www.ekc.co.jp/	https://ekc.co.jp/%e3%81%8a%e5%95%8f%e5%90%88%e3%81%9b/	2026/01/20	×	営業不可
963	神奈川県	アデリープランニング株式会社	ご担当者	https://www.e-adeliae.com/	https://www.e-adeliae.com/contact/	2026/01/20	⚪︎	
964	神奈川県	Carry＠Company	寺尾 安子	https://carry-atmark.com/	https://carry-atmark.com/contact/	2026/01/20	⚪︎	
965	神奈川県	株式会社インテンス	井内 賢	https://www.intens.co.jp/	https://www.intens.co.jp/contact.php	2026/01/20	⚪︎	
966	神奈川県	ビーコモンズ株式会社	武田 英敏	http://bcommons.co.jp/	https://www.bcommons.co.jp/#contact	2026/01/20	×	送信エラー
967	神奈川県	株式会社マメクジラ	工藤 成人	https://www.mamekujira.com/	https://www.mamekujira.com/	2026/01/20	⚪︎	
968	神奈川県	有限会社ペア･ファクトリー	磯部 茂	https://www.pair-factory.com/	https://www.pair-factory.com/contact/	2026/01/20	⚪︎	
969	神奈川県	株式会社IT・クリエイト	伊藤 博英	https://www.it-create.co.jp/	https://www.it-create.co.jp/faq.html?sid=-LBCY-mBIFsD23nDY-vDY-vD2ZrBYVsD-L	2026/01/20	×	送信エラー
970	神奈川県	株式会社 アールイー	下垣 和也	https://www.re-inc.jp/	https://www.re-inc.jp/contact.php	2026/01/20	⚪︎	
971	神奈川県	有限会社ルーベックス	ご担当者	https://www.luvex.co.jp/	https://www.luvex.co.jp/contact/	2026/01/20	⚪︎	
972	神奈川県	株式会社ヨシ・ウェブ・サービス	ご担当者	https://www.yoshi-web.jp/	https://www.yoshi-web.jp/otoiawase/	2026/01/20	⚪︎	
973	神奈川県	アイティソフトネット	五十嵐 照昭	https://www.it-softnet.com/	https://www.it-softnet.com/contact/	2026/01/20	⚪︎	
974	神奈川県	有限会社コーラル	宮川 達也	https://www.coral.co.jp/	https://www.coral.co.jp/contact.html	2026/01/20	⚪︎	
975	神奈川県	株式会社YTC・PLUS	川上信行	https://ytc-plus.jp/	https://ytc-plus.jp/form/index.html	2026/01/20	×	営業不可
976	神奈川県	株式会社シーブレイン	服部 淳	https://c-brains.jp/	https://c-brains.jp/contact/?from=corporate	2026/01/20	⚪︎	
977	神奈川県	株式会社プレッシャーポイント	石川達也	https://www.pressurepoint.jp/	https://www.pressurepoint.jp/cgi-bin/form/contact/form.cgi	2026/01/20	×	文字数制限（500字以下）
978	神奈川県	シフトテック株式会社	宮内 茂	https://www.shift-tech.jp/	https://www.shift-tech.jp/contact-other/	2026/01/20	⚪︎	
979	神奈川県	明日の株式会社	村尾 周三江	https://ashitano.co.jp/	https://ashitano.co.jp/contact/	2026/01/20	⚪︎	
980	神奈川県	株式会社アーバン企画	坂本 陽子	https://www.urban-sp.jp/	https://www.urban-sp.jp/contact/	2026/01/20	⚪︎	
981	神奈川県	有限会社 コウチヤ	藤田 実	https://www.kouchiya.co.jp/	https://www.kouchiya.co.jp/contact	2026/01/20	⚪︎	
982	神奈川県	株式会社ビーンビズ	上村 航	https://beanbiz.jp/	https://beanbiz.jp/contact	2026/01/20	⚪︎	
983	神奈川県	KOMATSU DESIGN	ご担当者	https://www.komatsu-design.com/	https://www.komatsu-design.com/#contact	2026/01/20	×	連絡先がメールアドレス
984	神奈川県	株式会社東邦プラン	福士 直巳	http://www.tohoplan.co.jp/	https://form-gw.hm-f.jp/hai2form/75fbec7b-c7d3-46bf-b149-8f5918b6c536	2026/01/20	×	文字数制限（900字以下）
985	神奈川県	ファーロ株式会社	嶋宏之	https://www.faro-co.jp/	https://www.faro-co.jp/contact.html	2026/01/20	×	営業不可
986	神奈川県	アドムーヴ株式会社	佐藤 一宏	https://admove.jp/	https://admove.jp/	2026/01/20	⚪︎	
987	神奈川県	株式会社プーズネット	長谷川 聡	https://poos.net/	https://poos.net/contact.php	2026/01/20	×	送信エラー
988	神奈川県	クレオ株式会社	石山豊	https://creo.ne.jp/	https://creo.ne.jp/contact/	2026/01/20	⚪︎	
989	神奈川県	ニチデンワーク株式会社	秋山 直樹	https://ndw.co.jp/	https://ndw.co.jp/contact/	2026/01/20	⚪︎	
990	神奈川県	株式会社東邦通信システムズ	橋本 日吉	https://www.new-tts.co.jp/	https://docs.google.com/forms/d/e/1FAIpQLSfxo9t_LhcQwLS3k2XNbwOK_gN0McdYdF88o7AXU6WKiMIAdQ/viewform	2026/01/20	×	Googleフォーム
991	神奈川県	株式会社SHNet	大沼 功	http://www.shnet.jp/	https://shnet.jp/contact/	2026/01/20	⚪︎	
992	神奈川県	株式会社ともクリエーションズ	玉川 郁子	https://www.tomocre.com/	https://www.tomocre.com/contact/	2026/01/20	⚪︎	
993	神奈川県	Gennai3株式会社	ご担当者	https://www.gennai3.co.jp/	https://www.gennai3.co.jp/otoiawase	2026/01/20	⚪︎	
994	神奈川県	富士ソフト企画株式会社	須藤 勝	https://www.fsk-inc.co.jp/	https://www.fsk-inc.co.jp/inquiry.html	2026/01/20	×	文字数制限（300字以下）
995	神奈川県	ピー・アイ・スクエア株式会社	守屋 光博	https://www.pisquare.co.jp/	https://www.pisquare.co.jp/contact.html	2026/01/20	⚪︎	
996	神奈川県	BBQ株式会社	落合 健介	https://bbq-corp.com/	https://bbq-corp.com/%e3%81%8a%e5%95%8f%e3%81%84%e5%90%88%e3%82%8f%e3%81%9b/	2026/01/20	⚪︎	
997	神奈川県	株式会社 アバンセ	高橋 邦夫	https://www.avance.tv/	https://www.avance.tv/contact/	2026/01/20	⚪︎	
998	神奈川県	株式会社Y−Systems	ご担当者	https://www.y-systems.co.jp/	https://www.y-systems.co.jp/contact/index.html	2026/01/20	×	送信エラー
999	神奈川県	株式会社FIVE J	高田 度	https://fivej.co.jp/	https://fivej.co.jp/contact.html	2026/01/20	⚪︎	
1000	神奈川県	株式会社ソフトピア	荻野 哲郎	https://www.softpia.co.jp/	https://www.softpia.co.jp/faq/mail_form_products.html	2026/01/20	×	送信エラー
