sheet_row,company_name,url,contact_url,proposal_class,existing_evidence,classification,reason,official_status,final_url,positive_hits,hub_hits,weak_hits,membership_only,employees_detected,offices_detected,capital_man_detected,listed_signal,national_scale_signal,existing_enterprise_class,existing_enterprise_match,evidence_urls
71,株式会社サロンマーケット,http://salon-market.jp/,http://salon-market.jp/capital.html,S｜業界特化Web制作,美容室・サロン特化支援：美容室／集客支援,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,http://salon-market.jp/,,,,no,,,,no,no,,,http://salon-market.jp/profile.html
72,株式会社カミシマ,https://kamishima-beauty.com/,https://kamishima-beauty.com/contact/,S｜業界特化Web制作,美容室・サロン特化支援：理美容／ホームページ制作,keep_partner_fit,公式サイトで受託支援と地域顧客接点を確認,200,https://kamishima-beauty.com/,プロモーション / 開業支援,サロン / 中小企業,商材販売,no,,,,no,no,,,https://kamishima-beauty.com/service/ / https://kamishima-beauty.com/service/sales/
73,フジ産業株式会社,https://fujisangyou-beauty.com/,https://fujisangyou-beauty.com/contact/,S｜業界特化Web制作,美容室・サロン特化支援：理美容／webサイト,keep_partner_fit,公式サイトで受託支援と地域顧客接点を確認,200,https://fujisangyou-beauty.com/,プロモーション,店舗 / サロン,,no,,,1000,no,no,,,https://fujisangyou-beauty.com/about_us/ / https://fujisangyou-beauty.com/company/
74,株式会社アドバコーポレーション,https://www.adva.jp/,https://www.adva.jp/contact,S｜業界特化Web制作,美容室・サロン特化支援：美容室／web制作,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://www.adva.jp/,,店舗 / 美容室 / サロン / フランチャイズ,,no,,,,no,no,,,https://www.adva.jp/whats_adva / https://www.adva.jp/products#about-the-product
75,株式会社B-MADE,https://bmade-office.com/,https://bmade-office.com/contact/,S｜業界特化Web制作,美容室・サロン特化支援：美容室／予約システム,likely_not_partner,SaaS・設備・商材・管理等が中心で、集客受託導線を確認できず,200,https://bmade-office.com/,,店舗 / 医院 / 美容室 / サロン,予約システム / 不動産仲介,no,,,,no,no,,,https://bmade-office.com/service/ / https://bmade-office.com/profile/
76,株式会社ブイボン,https://vibon.jp/,https://vibon.jp/contact-general/,S｜業界特化Web制作,美容室・サロン特化支援：美容室／開業支援,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://vibon.jp/,,,,no,,,,no,no,,,https://vibon.jp/about.html / https://vibon.jp/service01.html
77,株式会社へアラボ,https://www.hairlabo.com/,https://www.hairlabo.com/contact/,S｜業界特化Web制作,美容室・サロン特化支援：美容室／集客支援,keep_partner_fit,公式サイトで受託支援と地域顧客接点を確認,200,https://www.hairlabo.com/,集客支援 / 開業支援,美容室 / サロン,,no,,,1000,no,no,,,https://www.hairlabo.com/company/
78,木下製薬株式会社,https://cuore-beauty.co.jp/,https://cuore-beauty.co.jp/contact/,S｜業界特化Web制作,美容室・サロン特化支援：美容室／webサイト,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://cuore-beauty.co.jp/,,美容室 / サロン,,no,,,,no,no,,,https://cuore-beauty.co.jp/company/ / https://cuore-beauty.co.jp/company/group/
79,株式会社愛美,https://aibi-net.co.jp/,https://aibi-net.co.jp/contact/,S｜業界特化Web制作,美容室・サロン特化支援：美容室／開業支援,keep_partner_fit,公式サイトで受託支援と地域顧客接点を確認,200,https://aibi-net.co.jp/,開業支援,店舗 / 美容室 / サロン,,no,,,1000,no,no,,,https://aibi-net.co.jp/service/ / https://aibi-net.co.jp/company/
80,株式会社ＡＤＡＷ,https://www.adaw.world/,https://www.adaw.world/,S｜業界特化Web制作,美容室・サロン特化支援：美容室／マーケティング,likely_not_partner,SaaS・設備・商材・管理等が中心で、集客受託導線を確認できず,200,https://www.adaw.world/,,美容室 / サロン / 中小企業 / クライアント,卸売,no,,,,no,no,,,https://www.adaw.world/#home_profile / https://www.adaw.world/#footer
81,株式会社ACMEE,https://beauty-job.biz/,https://beauty-job.biz/contact,S｜業界特化Web制作,美容室・サロン特化支援：美容室／マーケティング,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://beauty-job.biz/,,クリニック / 美容室 / サロン,,no,,,,no,no,,,https://beauty-job.biz/pages/aboutus
82,株式会社カタリヨ,https://catariyo.com/,https://catariyo.com/contact,S｜業界特化Web制作,美容室・サロン特化支援：理美容／ウェブ制作,keep_partner_fit,公式サイトで受託支援と地域顧客接点を確認,200,https://catariyo.com/,web制作 / ホームページ制作 / ウェブ制作 / サイト制作 / マーケティング支援,サロン,機器販売,no,,,,no,no,,,https://catariyo.com/service / https://catariyo.com/service/web
83,株式会社ジェイテックジャパン,https://allied.co.jp/,https://www.allied.co.jp/contact/,S｜業界特化Web制作,美容室・サロン特化支援：美容室／pos,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://allied.co.jp/,,,,no,,,,no,no,,,https://www.allied.co.jp/about.html / https://allied.co.jp/#aboutus
84,エクシードシステム株式会社,https://www.exceed-system.co.jp/,https://www.exceed-system.co.jp/contact/,S｜業界特化Web制作,美容室・サロン特化支援：美容室／pos,likely_not_partner,SaaS・設備・商材・管理等が中心で、集客受託導線を確認できず,200,https://www.exceed-system.co.jp/,,店舗 / 美容室 / サロン,posシステム,no,,,,no,no,,,https://www.exceed-system.co.jp/company/ / https://www.exceed-system.co.jp/service/
85,株式会社リサスティー,https://saloty.jp/,https://saloty.jp/contact,S｜業界特化Web制作,美容室・サロン特化支援：美容室／予約システム,review_large_scale,従業員・資本金・拠点・全国展開の規模シグナル,200,https://saloty.jp/,,店舗 / 美容室 / サロン,saas / 予約システム,no,,,17500,no,no,,,https://saloty.jp/#about / https://saloty.jp/company
86,株式会社 ビレイ,https://bilei.jp/,https://bilei.jp/contact/index.php,S｜業界特化Web制作,美容室・サロン特化支援：美容室／予約システム,likely_not_partner,SaaS・設備・商材・管理等が中心で、集客受託導線を確認できず,200,https://bilei.jp/,,店舗 / 歯科 / 美容室 / サロン / 多店舗,posシステム / 予約システム,no,,,,no,no,,,https://bilei.jp/company.php / https://bilei.jp/index.php#business
87,株式会社クラウドビューティ,https://beauty-pos.jp/,https://beauty-pos.jp/lp/form02.php,S｜業界特化Web制作,美容室・サロン特化支援：美容室／pos,likely_not_partner,SaaS・設備・商材・管理等が中心で、集客受託導線を確認できず,200,https://beauty-pos.jp/,,店舗 / クリニック / 美容室 / サロン / 多店舗 / 導入事例,saas / posシステム / 予約システム,no,,,,no,no,,,https://beauty-pos.jp/about/ / https://beauty-pos.jp/company/
88,株式会社アライド・システム,https://www.astaff.net/,https://www.astaff.net/contact/,S｜業界特化Web制作,美容室・サロン特化支援：美容室／pos,exclude_high_scale,公式サイトで上場または大規模シグナルを確認,200,https://www.astaff.net/,,店舗 / 美容室 / サロン / 多店舗 / 導入事例,posシステム,no,,,,yes,no,,,https://www.astaff.net/service/
89,株式会社リスペクトフォース,https://restart-line.com/,https://restart-line.com/contact/,S｜業界特化Web制作,美容室・サロン特化支援：美容室／予約システム,likely_not_partner,SaaS・設備・商材・管理等が中心で、集客受託導線を確認できず,200,https://restart-line.com/,,店舗 / 美容室 / サロン / 導入事例,予約システム,no,15,,,no,no,,,https://restart-line.com/company/
90,Brain株式会社,https://salonbrain.co.jp/,https://salonbrain.co.jp/,S｜業界特化Web制作,美容室・サロン特化支援：美容室／開業支援,exclude_high_scale,公式サイトで上場または大規模シグナルを確認,200,https://salonbrain.co.jp/,開業支援,店舗 / 美容室 / サロン,,no,,,,yes,yes,,,
91,麻布システム株式会社,https://azabusystem.com/,https://azabusystem.com/contacts/new,S｜業界特化Web制作,美容室・サロン特化支援：美容サロン／pos,likely_not_partner,SaaS・設備・商材・管理等が中心で、集客受託導線を確認できず,200,https://azabusystem.com/,,店舗 / サロン / クライアント,saas,no,,,300,no,no,,,https://azabusystem.com/about
92,株式会社 Lonfiee,https://www.lonfiee.com/,https://www.lonfiee.com/contact,S｜業界特化Web制作,美容室・サロン特化支援：美容室／ホームページ制作,keep_partner_fit,公式サイトで受託支援と地域顧客接点を確認,200,https://www.lonfiee.com/,ホームページ制作 / サイト制作 / 集客支援 / sns運用 / 動画制作 / プロモーション,クリニック / 美容室 / サロン,,no,,,100,no,no,,,https://www.lonfiee.com/video-sns-service / https://www.lonfiee.com/company
93,株式会社和光,https://ledeal.co.jp/,https://ledeal.co.jp/inquiry/,S｜業界特化Web制作,美容室・サロン特化支援：アイラッシュ／ブランディング,exclude_confirmed,既存の除外リストに会社名・ドメインが登録済み。再送候補から除外。,200,https://ledeal.co.jp/,ブランディング,美容室 / サロン,卸売,no,80,10,2000,no,no,already_in_exclusion_list,ledeal.co.jp,https://ledeal.co.jp/about/ / https://ledeal.co.jp/company/
94,株式会社リフレ,https://www.salonsupportrefre.com/,https://www.salonsupportrefre.com/contact/,S｜業界特化Web制作,美容室・サロン特化支援：美容室／経営支援,keep_partner_fit,公式サイトで受託支援と地域顧客接点を確認,200,https://www.salonsupportrefre.com/,開業支援,店舗 / 美容室 / サロン,,no,,,3000,no,no,,,https://www.salonsupportrefre.com/company/ / https://www.salonsupportrefre.com/service/
95,感動マーケッター 有限会社,https://www.human-support.co.jp/,https://www.human-support.co.jp/contact,S｜業界特化Web制作,美容室・サロン特化支援：美容室／マーケティング,likely_not_partner,SaaS・設備・商材・管理等が中心で、集客受託導線を確認できず,200,https://www.human-support.co.jp/,,美容室 / サロン / クライアント,教材,no,,,,no,no,,,https://www.human-support.co.jp/service / https://www.human-support.co.jp/profile
96,ダンスル株式会社,https://dansuru.co.jp/,https://dansuru.co.jp/contact/,S｜業界特化ハブ支援,美容室・サロン特化支援：美容サロン／開業・経営・集客支援,keep_partner_fit,公式サイトで受託支援と地域顧客接点を確認,200,https://dansuru.co.jp/,ブランディング / プロモーション,美容室 / サロン,内装工事,no,,,,no,no,,,https://dansuru.co.jp/company/
97,リードブレーン株式会社,https://beautybrain.jp/,https://beautybrain.jp/,S｜業界特化ハブ支援,美容室・サロン特化支援：美容室・サロン／経営支援,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,0,https://beautybrain.jp/,,,,no,,,,no,no,,,
98,合同会社Value,https://www.value-beauty.co.jp/,https://www.value-beauty.co.jp/contact,S｜業界特化ハブ支援,美容室・サロン特化支援：美容室／経営・開業支援,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,0,https://www.value-beauty.co.jp/,,,,no,,,,no,no,,,
99,株式会社ワイエム商会,https://ym-beauty.jp/,https://ym-beauty.jp/form,S｜業界特化ハブ支援,美容室・サロン特化支援：理美容サロン／開業・経営・集客支援,keep_partner_fit,公式サイトで受託支援と地域顧客接点を確認,200,https://ym-beauty.jp/,開業支援,サロン,,no,19,,1000,no,no,,,https://ym-beauty.jp/comp
100,株式会社ヤマモト高陽,https://www.yamamotokoyo.com/,https://www.yamamotokoyo.com/%E3%81%8A%E5%95%8F%E5%90%88%E3%81%9B,S｜業界特化ハブ支援,美容室・サロン特化支援：美容室／経営・Web・集客支援,review_insufficient_evidence,公式サイトから提携適合性を機械確定できず,200,https://www.yamamotokoyo.com/,,美容室 / サロン,,no,,,,no,no,,,https://www.yamamotokoyo.com/business / https://www.yamamotokoyo.com/services-7
