_row,company_name,url,fit_state,fit_category,fit_evidence,evidence_urls,action
175,株式会社NODELINK,https://node-ad.info,sns,SNS運用・SNS広告,SNS運用支援 / SNS運用,https://node-ad.info/service/web/,kept_sns
176,株式会社ビー・プロ,https://beprogress.jp,web,Web制作会社,ホームページ制作 / Web制作 / Webサイト制作,https://beprogress.jp/web/,appended_sheet1
177,株式会社LIFE,https://www.lifepepper.co.jp,sns,SNS運用・SNS広告,SNSマーケティング / SNS運用 / SNS広告運用,https://www.lifepepper.co.jp/abroad/abroad-sns-ads-service/ | https://www.lifepepper.co.jp/abroad/instagram-support-service/,kept_sns
178,合同会社mouse,https://mousellc.net,marketing,Webマーケティング・広告,広告代理店,https://mousellc.net/,appended_webmarketing
179,株式会社C9,https://c-nine9.jp,exclude,,,,excluded_service:official_service_unconfirmed
180,株式会社HAKOBUNE,https://hakobune-corp.jp,web,Web制作会社,Web制作 / Webサイト制作 / LP制作,https://hakobune-corp.jp/service | https://hakobune-corp.jp/service/faq,appended_sheet1
181,株式会社Greed,https://greedinc.co.jp,sns,SNS運用・SNS広告,SNSマーケティング,https://greedinc.co.jp/marketing/,kept_sns
182,株式会社 FS,https://fs-marketing-japan.co.jp,sns,SNS運用・SNS広告,SNS運用 / SNSマーケティング,https://fs-marketing-japan.co.jp/service/short-video-operation-agency/ | https://fs-marketing-japan.co.jp/service/school-business/,kept_sns
183,株式会社FaceIntelligence&co,https://f-int.co.jp,web,Web制作会社,ホームページ制作 / ウェブサイト制作,https://f-int.co.jp/ | https://f-int.co.jp/service/,appended_sheet1
184,株式会社ループ,https://www.loop-create.com,sns,SNS運用・SNS広告,Instagram運用,https://www.loop-create.com/%E3%82%B5%E3%83%BC%E3%83%93%E3%82%B9,kept_sns
185,株式会社Alsis,https://alsis.co.jp,marketing,Webマーケティング・広告,デジタルマーケティング / マーケティング支援,https://alsis.co.jp/service/,appended_webmarketing
186,株式会社SEAFOLKS,https://www.seafolks.tokyo,sns,SNS運用・SNS広告,SNS運用 / SNS広告,https://www.seafolks.tokyo/service-promotion | https://www.seafolks.tokyo/,kept_sns
187,株式会社アスタ,https://astha.jp,exclude,,,,excluded_service:official_service_unconfirmed
188,株式会社チェリービー,https://cherrybee.tv,web,Web制作会社,ホームページ制作 / ウェブサイト制作 / ウェブ制作,https://cherrybee.tv/website/,appended_sheet1
189,ディレクターバンク株式会社,https://www.directorbank.co.jp,sns,SNS運用・SNS広告,SNSアカウント運用 / SNS運用 / SNSマーケティング,https://www.directorbank.co.jp/service/digima-bpo/ | https://www.directorbank.co.jp/service/webtan-assist/,kept_sns
190,株式会社ウェブサイト,https://kj-lively-support.com,web,Web制作会社,ホームページ制作,https://kj-lively-support.com/,already_in_sheet1:company_name
191,株式会社VーLead,https://v-lead.co.jp,marketing,Webマーケティング・広告,広告代理店 / Web広告,https://v-lead.co.jp/,appended_webmarketing
192,株式会社CREER,https://creer-ent.co.jp,sns,SNS運用・SNS広告,SNS運用支援 / SNS運用 / SNS広告,https://creer-ent.co.jp/business/,kept_sns
193,株式会社Tekono,https://tekono.co.jp,web,Web制作会社,Web制作 / ECサイト制作,https://tekono.co.jp/,appended_sheet1
194,株式会社リモートスタジオ,https://remotestudio.co.jp,exclude,,,,excluded_service:official_service_unconfirmed
195,株式会社gaaboo,https://gaaboo.jp,sns,SNS運用・SNS広告,SNS運用 / SNSマーケティング,https://gaaboo.jp/service/,kept_sns
196,株式会社デジタルダイブ,https://digital-dive.com,sns,SNS運用・SNS広告,SNS運用 / SNSマーケティング / SNS広告,https://digital-dive.com/service/seo/ | https://digital-dive.com/service/marketing/,kept_sns
197,株式会社フルフェクト,https://www.fleffect.com,sns,SNS運用・SNS広告,SNS広告運用 / SNS広告,https://www.fleffect.com/business/,kept_sns
198,株式会社ココピア,https://cocopia-works.jp,exclude,,,,excluded_service:official_service_unconfirmed
199,TECHCARAVAN合同会社,https://techcaravan.jp,web,Web制作会社,ホームページ制作 / Web制作,https://techcaravan.jp/service/homepage/ | https://techcaravan.jp/service/consulting/,appended_sheet1
200,株式会社First,https://www.01-line.com,web,Web制作会社,ホームページ制作 / Webサイト制作,https://www.01-line.com/,appended_sheet1
201,リサーチ合同会社,https://www.seo-research.co.jp,web,Web制作会社,ホームページ制作 / Webサイト制作,https://www.seo-research.co.jp/service/seo/ | https://www.seo-research.co.jp/service/consulting/,appended_sheet1
202,株式会社ジージーネットワークス,https://ggnetworks.co.jp,exclude,,,,excluded_service:official_service_unconfirmed
203,RB合同会社,https://rb-llc.jp,exclude,,,,excluded_service:official_service_unconfirmed
204,makidai合同会社,https://makidai.world,sns,SNS運用・SNS広告,SNSマーケティング,https://makidai.world/web/,kept_sns
205,株式会社北川印刷,https://kitagawap.com,exclude,,,,excluded_service:official_service_unconfirmed
206,株式会社AirSol,https://airsol.jp,sns,SNS運用・SNS広告,SNSマーケティング,https://airsol.jp/business/,kept_sns
207,ユナイテッドピクチャーズ合同会社,https://unitedpictures.jp,exclude,,,,excluded_service:official_service_unconfirmed
208,株式会社ベルファスト,https://belfast.co.jp,web,Web制作会社,ホームページ制作 / Web制作 / ECサイト制作,https://belfast.co.jp/business-info/web-production/,appended_sheet1
209,CREATEE JAPAN 株式会社,https://createe-inc.com,sns,SNS運用・SNS広告,SNSマーケティング / SNS運用支援 / SNS運用,https://createe-inc.com/service/,kept_sns
210,ワープステクノロジー株式会社,https://www.waps-t.com,sns,SNS運用・SNS広告,Instagram運用代行 / Instagram運用 / SNS運用代行,https://www.waps-t.com/service/insta | https://www.waps-t.com/service/recruitment-support-direction,kept_sns
211,株式会社インテグラル,https://integral-works.jp,sns,SNS運用・SNS広告,SNS運用代行 / SNS運用 / SNS運用支援,https://integral-works.jp/sns-operation/ | https://integral-works.jp/,kept_sns
212,株式会社CityL,https://cityl.info,sns,SNS運用・SNS広告,SNSアカウント運用 / SNS運用,https://cityl.info/service.php,kept_sns
213,株式会社バーニーズ,https://barneyz.com,web,Web制作会社,Web制作 / ホームページ制作 / LP制作,https://barneyz.com/services/ | https://barneyz.com/,appended_sheet1
214,株式会社ともたび,https://tomotabi.co.jp,exclude,,,,excluded_service:official_service_unconfirmed
215,株式会社 be,https://www.belove.co.jp,sns,SNS運用・SNS広告,SNS運用,https://www.belove.co.jp/business/,kept_sns
216,株式会社サステナ,https://kokoroku.sstn.jp,exclude,,,,excluded_service:official_service_unconfirmed
217,合同会社Absolute,https://absolute-mkt.co.jp,marketing,Webマーケティング・広告,プロモーション支援 / Web広告 / マーケティング支援,https://absolute-mkt.co.jp/promotion/ | https://absolute-mkt.co.jp/,appended_webmarketing
218,BAAAN合同会社,https://baaan.co.jp,web,Web制作会社,Web制作 / LP制作 / ECサイト制作,https://baaan.co.jp/work/ | https://baaan.co.jp/,appended_sheet1
219,合同会社Yorimichi,https://yorimichi-local.jp,sns,SNS運用・SNS広告,SNS運用代行 / SNS運用 / Instagram運用代行,https://yorimichi-local.jp/sns/,kept_sns
220,株式会社M-support,https://msu.co.jp,sns,SNS運用・SNS広告,SNS運用代行 / SNS運用 / SNSマーケティング,https://msu.co.jp/sns-marketing/,kept_sns
221,株式会社 エステートブラザー,https://estatebrother.jp,marketing,Webマーケティング・広告,プロモーション支援 / 集客支援,https://estatebrother.jp/business/,appended_webmarketing
222,株式会社Wisdomsthan,https://wisdomsthan.com,marketing,Webマーケティング・広告,集客支援 / SEO対策,https://wisdomsthan.com/consulting/business/,appended_webmarketing
223,合同会社海有,https://ses-jv.jp,sns,SNS運用・SNS広告,SNS運用,https://ses-jv.jp/services.html,kept_sns
224,株式会社アーナーズ,https://arners.co.jp,exclude,,,,excluded_service:official_service_unconfirmed
225,ＷＴＰ企画株式会社,https://www.wtp.jp,exclude,,,,excluded_service:official_service_unconfirmed
226,株式会社kaoiri,https://kaoiri.co.jp,web,Web制作会社,Web制作,https://kaoiri.co.jp/web/,appended_sheet1
227,飛labo株式会社,https://hi-labo.jp,sns,SNS運用・SNS広告,SNS運用代行 / SNS運用 / SNSマーケティング,https://hi-labo.jp/sns/ | https://hi-labo.jp/,kept_sns
228,株式会社 S&Yリアルティ,https://syrealty88.com,exclude,,,,excluded_service:official_service_unconfirmed
229,株式会社 ファイン,https://fine-production.co.jp,exclude,,,,excluded_service:official_service_unconfirmed
230,株式会社inglow,https://inglow.jp,sns,SNS運用・SNS広告,SNSマーケティング / SNS運用 / Instagram運用,https://inglow.jp/mai/sns/,kept_sns
231,株式会社エイピス内,https://scetb.apice.biz,exclude,,,,excluded_service:official_service_unconfirmed
232,株式会社LCconnect,https://salon.lc-connect.com,sns,SNS運用・SNS広告,SNS運用代行 / SNS運用 / SNS広告,https://salon.lc-connect.com/service/,excluded_reference:company_name
233,株式会社Averia,https://www.averia-studios.jp,exclude,,,,excluded_service:official_service_unconfirmed
234,株式会社 Lioo,https://lioo.yokohama.ink,exclude,,,,excluded_service:official_service_unconfirmed
235,株式会社AIMEIO,https://aimeio.jp,marketing,Webマーケティング・広告,Webマーケティング / マーケティング支援 / SEO対策,https://aimeio.jp/web-marketing/ | https://aimeio.jp/,appended_webmarketing
236,シークリーホールディングス株式会社,https://cqree-holdings.jp,exclude,,,,excluded_service:official_service_unconfirmed
237,株式会社ワクエネ,https://wakuene.co.jp,exclude,,,,excluded_service:official_service_unconfirmed
238,TDC NEXUS合同会社,https://tdcnexus.com,exclude,,,,excluded_service:official_service_unconfirmed
239,株式会社SCREEN,https://www.screen-anjo.com,sns,SNS運用・SNS広告,SNS運用,https://www.screen-anjo.com/sns,kept_sns
240,FORCE BEHIND株式会社,https://force-behind.com,sns,SNS運用・SNS広告,SNS運用 / Instagram運用 / TikTok運用,https://force-behind.com/ | https://force-behind.com/service/,kept_sns
241,株式会社 Goodwill,https://goodwill-marketing.com,marketing,Webマーケティング・広告,Webマーケティング / SEO対策 / Web広告,https://goodwill-marketing.com/ | https://goodwill-marketing.com/service/,appended_webmarketing
242,株式会社PLF,https://www.plf-entertainment.com,sns,SNS運用・SNS広告,SNS運用代行 / SNS運用 / SNSマーケティング,https://www.plf-entertainment.com/sns-proxy-operation,kept_sns
243,NE株式会社,https://ne-inc.jp,exclude,,,,excluded_service:official_service_unconfirmed
244,株式会社 東京アドワイズ,https://www.adwise.co.jp,sns,SNS運用・SNS広告,SNSアカウント運用 / SNSマーケティング / SNS広告,https://www.adwise.co.jp/service/marketing/ | https://www.adwise.co.jp/download/web-wp/,kept_sns
245,株式会社はちえん,http://8en.jp,exclude,,,,excluded_service:official_service_unconfirmed
246,株式会社ジーアイシー,https://gi-c.biz,sns,SNS運用・SNS広告,Instagram運用 / Instagram運用代行,https://gi-c.biz/service/instagram/,kept_sns
247,株式会社TANIGAWA様,https://mogrow-inc.com,sns,SNS運用・SNS広告,SNS運用代行 / SNS運用,https://mogrow-inc.com/service/,kept_sns
248,株式会社タビーロード,https://www.tabiiroad.net,sns,SNS運用・SNS広告,SNSマーケティング / SNS運用,https://www.tabiiroad.net/sns-marketing-line-case1/,kept_sns
249,Rocks合同会社,https://rocksss.com,web,Web制作会社,ホームページ制作 / コーポレートサイト制作 / ランディングページ制作,https://rocksss.com/service_product/,appended_sheet1
250,株式会社Anyware,https://any-ware.jp,sns,SNS運用・SNS広告,TikTok運用 / SNSマーケティング / Instagram運用代行,https://any-ware.jp/,kept_sns
251,株式会社 橋本商会,https://h-rent.com,sns,SNS運用・SNS広告,SNSマーケティング / TikTok運用,https://h-rent.com/service/marketing/,kept_sns
252,合同会社makoto,https://mmakoto-llc-sassa.cloud,sns,SNS運用・SNS広告,SNSマーケティング / SNS運用,https://mmakoto-llc-sassa.cloud/ | https://mmakoto-llc-sassa.cloud/services,kept_sns
253,合同会社Finora,https://www.finora.jp,sns,SNS運用・SNS広告,SNS運用 / SNSマーケティング,https://www.finora.jp/services/sns-consulting | https://www.finora.jp/,kept_sns
254,株式会社Selfim,https://selfim.co.jp,exclude,,,,excluded_service:official_service_unconfirmed
255,ゲームチェンジ株式会社,https://gamechange.co.jp,sns,SNS運用・SNS広告,SNS運用代行 / SNS運用,https://gamechange.co.jp/web/,kept_sns
256,Lifefix合同会社,https://lifefix.co.jp,sns,SNS運用・SNS広告,SNS運用,https://lifefix.co.jp/service/,kept_sns
257,Migi Agari株式会社,https://migi-agari.co.jp,sns,SNS運用・SNS広告,TikTok運用 / SNS運用 / Instagram運用,https://migi-agari.co.jp/business/,kept_sns
258,株式会社Coral,https://coralreef.co.jp,sns,SNS運用・SNS広告,SNS運用代行 / SNS運用 / Instagram運用,https://coralreef.co.jp/sns,kept_sns
259,株式会社Gloadd,https://gloadd.co.jp,web,Web制作会社,Webサイト制作 / Web制作,https://gloadd.co.jp/service/ | https://gloadd.co.jp/,appended_sheet1
260,株式会社peekaboo,https://www.peekaboo.co.jp,marketing,Webマーケティング・広告,SEO対策 / 集客支援 / 広告代理店,https://www.peekaboo.co.jp/service-writing/ | https://www.peekaboo.co.jp/service-media/ | https://www.peekaboo.co.jp/service-career/,appended_webmarketing
261,株式会社文泉堂,https://www.bsd3.jp,web,Web制作会社,ホームページ制作 / Web制作,https://www.bsd3.jp/homepage-operation-checklist-matsue/?from=top_useful_info&to=homepage_operation_checklist | https://www.bsd3.jp/web-server/,appended_sheet1
262,イービジョン有限会社,https://evisionfilm.com,sns,SNS運用・SNS広告,SNS運用代行 / SNS運用 / SNSマーケティング,https://evisionfilm.com/sns,kept_sns
263,株式会社UNIT,https://unit-g.com,marketing,Webマーケティング・広告,Webマーケティング / マーケティング支援 / プロモーション支援,https://unit-g.com/ | https://unit-g.com/services/,appended_webmarketing
